event_id,session_id,customer_id,event_type,product_id,event_timestamp,device_type,traffic_source
a9d5dff9-1022-4030-9fc8-1b6439336cc3,SES-404e9227bcaf43cd,dab83626805f6066d8a70a34b8ab6bad,add_to_cart,d5376c3b45290c7a326584c8307ab2c4,2017-02-23T02:37:53,desktop,email
220007f2-3b42-4fae-84e1-72eb7b67b57a,SES-87c8061a3ee84b0a,eb13d86da85c6c5642dee077f235212a,page_view,d6ab25b0dad785bcf8be87b821dd9b37,2017-05-27T03:59:22,desktop,organic_search
0f8e0da9-58d0-4a55-878e-52fbde6e922c,SES-87c8061a3ee84b0a,eb13d86da85c6c5642dee077f235212a,product_view,d6ab25b0dad785bcf8be87b821dd9b37,2017-05-27T03:59:38,desktop,organic_search
5d45a15a-3b70-4de8-8c4c-84b815b11cb1,SES-87c8061a3ee84b0a,eb13d86da85c6c5642dee077f235212a,add_to_cart,d6ab25b0dad785bcf8be87b821dd9b37,2017-05-27T04:00:31,desktop,organic_search
31169721-eaeb-446b-8700-9771925a9948,SES-9043405739464edc,20a459f06bebee6460f9b18bc196998e,page_view,b756577e274d3a4793fc27209d7072db,2018-06-25T03:42:03,desktop,email
dcaf7186-c180-4172-bef8-2d7bf3c8575b,SES-9043405739464edc,20a459f06bebee6460f9b18bc196998e,product_view,b756577e274d3a4793fc27209d7072db,2018-06-25T03:42:56,desktop,email
8b6c195f-0058-44c2-8d4e-e8d93d14d444,SES-9043405739464edc,20a459f06bebee6460f9b18bc196998e,add_to_cart,b756577e274d3a4793fc27209d7072db,2018-06-25T03:43:11,desktop,email
e847b396-d7b8-464b-9bb7-8c7e275ef245,SES-9043405739464edc,20a459f06bebee6460f9b18bc196998e,checkout,b756577e274d3a4793fc27209d7072db,2018-06-25T03:44:26,desktop,email
b37c1cce-3f81-4672-a012-7ad7265c691e,SES-9043405739464edc,20a459f06bebee6460f9b18bc196998e,purchase,b756577e274d3a4793fc27209d7072db,2018-06-25T03:45:08,desktop,email
4ffb1b56-5bb5-45d7-a38b-c78360e760ce,SES-13a92750cf414313,d3755d05f292176d47f9135f4309f9b7,page_view,b86dc01954a679a35c813184d15c4e8e,2017-11-27T07:53:00,mobile,direct
dcd1c974-92af-4074-9a8c-851f9501c98e,SES-13a92750cf414313,d3755d05f292176d47f9135f4309f9b7,product_view,b86dc01954a679a35c813184d15c4e8e,2017-11-27T07:54:54,mobile,direct
8920b928-a1ac-44a0-b1a3-5f988187b209,SES-13a92750cf414313,d3755d05f292176d47f9135f4309f9b7,add_to_cart,b86dc01954a679a35c813184d15c4e8e,2017-11-27T07:55:28,mobile,direct
cefbafb6-e4d2-464a-9165-d27063d3d942,SES-13a92750cf414313,d3755d05f292176d47f9135f4309f9b7,checkout,b86dc01954a679a35c813184d15c4e8e,2017-11-27T07:57:23,mobile,direct
f21635aa-c52f-491d-bd69-914836d6f3a1,SES-13a92750cf414313,d3755d05f292176d47f9135f4309f9b7,purchase,b86dc01954a679a35c813184d15c4e8e,2017-11-27T07:57:40,mobile,direct
8cc646a3-935d-4fc9-a393-3023344020af,SES-7a42ad692faa4155,80705d9a217e8bc8985e073c0796ed1c,page_view,8d944f9367ba7f153e0ab5b6dc7d063b,2017-08-23T01:27:43,tablet,paid_search
99eed2cf-62b2-4db7-8102-da1a8457ca30,SES-7a42ad692faa4155,80705d9a217e8bc8985e073c0796ed1c,product_view,8d944f9367ba7f153e0ab5b6dc7d063b,2017-08-23T01:29:15,tablet,paid_search
dccba0eb-f21f-427e-9982-092c64c8b3f0,SES-7a42ad692faa4155,80705d9a217e8bc8985e073c0796ed1c,add_to_cart,8d944f9367ba7f153e0ab5b6dc7d063b,2017-08-23T01:30:42,tablet,paid_search
bbbcacd9-3fc2-43ce-b05a-25d6564c8550,SES-7a42ad692faa4155,80705d9a217e8bc8985e073c0796ed1c,checkout,8d944f9367ba7f153e0ab5b6dc7d063b,2017-08-23T01:30:56,tablet,paid_search
9861d9fd-2c83-4271-a509-dbc386ae205b,SES-7a42ad692faa4155,80705d9a217e8bc8985e073c0796ed1c,purchase,8d944f9367ba7f153e0ab5b6dc7d063b,2017-08-23T01:32:18,tablet,paid_search
501141e2-4656-4074-adc3-b865e84e1401,SES-bf959a44237142ef,d5a0064fd4c9034929991d1aa2f5ce7b,page_view,5650f9e1f73d0a1c0176988cf2e950d5,2017-10-24T18:22:05,tablet,organic_search
7ce00fa0-a46d-4f83-abcf-37691593f177,SES-bf959a44237142ef,d5a0064fd4c9034929991d1aa2f5ce7b,product_view,5650f9e1f73d0a1c0176988cf2e950d5,2017-10-24T18:23:38,tablet,organic_search
72c068a6-4cf4-4bd5-8ed9-d3aae6aa6725,SES-bf959a44237142ef,d5a0064fd4c9034929991d1aa2f5ce7b,add_to_cart,5650f9e1f73d0a1c0176988cf2e950d5,2017-10-24T18:24:54,tablet,organic_search
5b39128a-cb83-4d0c-9b04-ed831c913549,SES-bf959a44237142ef,d5a0064fd4c9034929991d1aa2f5ce7b,checkout,5650f9e1f73d0a1c0176988cf2e950d5,2017-10-24T18:25:27,tablet,organic_search
5bc16768-932c-4fd5-a02d-64d4baa42f5c,SES-4ddae2739a414f5d,e6844a55be2b09d0651ee44371fe6298,page_view,a5be9e212231c53bd9a2dee5824e7355,2018-06-21T13:11:01,mobile,organic_search
be4d3f73-ee33-44d2-a3bc-a43e5db16d70,SES-4ddae2739a414f5d,e6844a55be2b09d0651ee44371fe6298,product_view,a5be9e212231c53bd9a2dee5824e7355,2018-06-21T13:11:46,mobile,organic_search
5a581eaa-133c-4458-8034-406281d86d49,SES-58747e0ac8f04e75,87a873789449499186421086a43f7bbf,page_view,882b88e3f8d6db8171ee56f61efc8bd8,2016-10-26T07:06:46,mobile,email
b04a8695-b383-48a1-9a22-31d14b9d3b95,SES-58747e0ac8f04e75,87a873789449499186421086a43f7bbf,product_view,882b88e3f8d6db8171ee56f61efc8bd8,2016-10-26T07:07:18,mobile,email
bc7b9b7d-d34f-4bba-b877-ea7c81e0d94a,SES-51d997b746b445e8,dc9ccc5a17a293fa6ba72ff608436367,page_view,fe4d09201362b0d4332259c78af0f761,2017-07-09T04:23:19,tablet,social_media
5106fe5c-0669-41a0-8f5a-0a5ff82d96eb,SES-51d997b746b445e8,dc9ccc5a17a293fa6ba72ff608436367,product_view,fe4d09201362b0d4332259c78af0f761,2017-07-09T04:23:57,tablet,social_media
f318b9c8-570b-4d4b-9b94-e58670c28f41,SES-51d997b746b445e8,dc9ccc5a17a293fa6ba72ff608436367,add_to_cart,fe4d09201362b0d4332259c78af0f761,2017-07-09T04:25:37,tablet,social_media
ea246b1d-4b87-49b4-b210-919c2445a0f7,SES-51d997b746b445e8,dc9ccc5a17a293fa6ba72ff608436367,checkout,fe4d09201362b0d4332259c78af0f761,2017-07-09T04:26:56,tablet,social_media
5789752f-9873-4a5c-9014-9dc1656db460,SES-b15ed4165a104e0a,90d1c7278be8f2418fd8ea151450f359,page_view,cb460986a447ed00da792526bf6189e4,2017-06-13T01:21:45,mobile,organic_search
1e39d1f6-1b3c-42d8-a86b-c60df3a99205,SES-b15ed4165a104e0a,90d1c7278be8f2418fd8ea151450f359,product_view,cb460986a447ed00da792526bf6189e4,2017-06-13T01:23:26,mobile,organic_search
74bbc216-76ee-402b-a3b0-27dedbb0af8e,SES-d2400f3a95ce4455,10054c55fa5243fc0c2298e46d9e1a30,page_view,37537165733f365867e2f4aad71aef6a,2017-01-01T14:26:25,tablet,organic_search
c945603f-e1ac-4b93-813e-500d9e64bc4d,SES-d2400f3a95ce4455,10054c55fa5243fc0c2298e46d9e1a30,product_view,37537165733f365867e2f4aad71aef6a,2017-01-01T14:27:46,tablet,organic_search
dd80afa0-acfc-4d1b-bc72-6e03e154ea50,SES-6e64bcaa0788411a,15906a9a2fbad0e8260422ec0b43a7cd,page_view,c40aad125105d258c19e6c833f4f51e5,2017-06-28T07:10:30,tablet,social_media
f8d8c9cf-173a-4950-9a66-a616a7c276ae,SES-6e64bcaa0788411a,15906a9a2fbad0e8260422ec0b43a7cd,product_view,c40aad125105d258c19e6c833f4f51e5,2017-06-28T07:12:25,tablet,social_media
f064133e-3bb0-4439-81c4-a763fa4a8ff9,SES-70b5b0a59be84996,03c7ba581235c5cf6a6bf7d1c538d422,page_view,39d111da3ecf6cae8cca1d6d2946585f,2018-02-16T09:16:15,tablet,paid_search
8752b5a1-b8b9-4bd1-8ca5-7e7023fe3e1f,SES-70b5b0a59be84996,03c7ba581235c5cf6a6bf7d1c538d422,product_view,39d111da3ecf6cae8cca1d6d2946585f,2018-02-16T09:16:34,tablet,paid_search
15310e11-a0e1-4e60-ba9c-442f8df61b23,SES-b72dfbe105a24cb8,6363611fe69f5c58f4fc4641c4dc673f,page_view,dd0dcee76f9c12fff4bc0eb641d57c7f,2017-01-05T17:33:43,desktop,direct
70464e58-e940-483d-9398-d300c5f3e7d3,SES-b72dfbe105a24cb8,6363611fe69f5c58f4fc4641c4dc673f,product_view,dd0dcee76f9c12fff4bc0eb641d57c7f,2017-01-05T17:35:20,desktop,direct
50ff8d19-b13c-41ab-b9de-9a1ba2ad779a,SES-1391a343f05c4fbb,594b34fd289ad46d208bbcf008762642,page_view,ff0c8d7cbe636d47cf905e12dfee9927,2018-04-19T17:17:32,mobile,email
0344e57d-7b2c-40e5-b0f4-1768bcdec54d,SES-1391a343f05c4fbb,594b34fd289ad46d208bbcf008762642,product_view,ff0c8d7cbe636d47cf905e12dfee9927,2018-04-19T17:18:57,mobile,email
285c87cc-d937-411a-b68c-670bd5ec6e5e,SES-3a3bd3bb22964ed1,651a87f08ddd0eedab64dfef58563366,page_view,64ebd99011a464d8ad8c12e9587038f6,2017-01-01T14:24:52,desktop,organic_search
6cb45225-bb0b-4bd1-acec-919fed422ee3,SES-3a3bd3bb22964ed1,651a87f08ddd0eedab64dfef58563366,product_view,64ebd99011a464d8ad8c12e9587038f6,2017-01-01T14:26:04,desktop,organic_search
29fdf81b-99e3-4388-a704-5494de9a64c9,SES-27e7ae0c39d84ddf,00314f95a054231742e3c5396b333b88,page_view,a5b27ab457629a351464825096c64688,2017-09-19T09:33:30,mobile,direct
cd56f978-7893-4c79-a997-158348045662,SES-27e7ae0c39d84ddf,00314f95a054231742e3c5396b333b88,product_view,a5b27ab457629a351464825096c64688,2017-09-19T09:35:21,mobile,direct
c82d28b9-5f5c-4920-9b89-3a17697f2dfe,SES-ccba082c895048b4,684313a21b6b8e984f57771f36d7e03b,page_view,78f9e0fb082486f571595a1875c306c8,2016-10-19T21:03:46,mobile,email
dd109e02-f42d-405e-836c-ef241bd02b1b,SES-ccba082c895048b4,684313a21b6b8e984f57771f36d7e03b,product_view,78f9e0fb082486f571595a1875c306c8,2016-10-19T21:05:24,mobile,email
f6ba34d7-3f66-4ef8-96af-464c5f223d53,SES-65e568baaa6148f3,a3fd157f7e33775466211eef291866b8,page_view,2215034e518b8ae4090da2aebf8f7df8,2018-10-04T12:13:05,tablet,organic_search
dc5353a3-6dbb-4fd2-b103-d8b6e36e1100,SES-65e568baaa6148f3,a3fd157f7e33775466211eef291866b8,product_view,2215034e518b8ae4090da2aebf8f7df8,2018-10-04T12:14:17,tablet,organic_search
cf35d7bb-ab91-4316-b392-c36652bd4953,SES-65e568baaa6148f3,a3fd157f7e33775466211eef291866b8,add_to_cart,2215034e518b8ae4090da2aebf8f7df8,2018-10-04T12:16:13,tablet,organic_search
642c96ce-ee62-492d-bc2c-f1290e736a71,SES-65e568baaa6148f3,a3fd157f7e33775466211eef291866b8,checkout,2215034e518b8ae4090da2aebf8f7df8,2018-10-04T12:17:35,tablet,organic_search
a43e5abb-3e30-48aa-87a0-5903253be245,SES-65e568baaa6148f3,a3fd157f7e33775466211eef291866b8,purchase,2215034e518b8ae4090da2aebf8f7df8,2018-10-04T12:18:34,tablet,organic_search
5c5ad597-33de-46ed-b865-b4d419723b4b,SES-6e6808302e7a4209,4790beeeeda78182ce23416fe57179fb,page_view,660c03ec104ffe00c7b8e5a885cbee1e,2018-03-12T15:36:42,desktop,social_media
9c45ab6f-1f5a-4b39-a9e9-71446811d29e,SES-6e6808302e7a4209,4790beeeeda78182ce23416fe57179fb,product_view,660c03ec104ffe00c7b8e5a885cbee1e,2018-03-12T15:37:34,desktop,social_media
a584fbb4-0e73-4f3e-83ba-156e608469cb,SES-dd70bfc7000f4703,94060577d26caac4aacb688aee796279,page_view,e5da60b217874889dd4becf29412d793,2016-12-07T20:57:33,mobile,organic_search
d9bd8727-0d32-4cb5-ad4c-fcbb54558784,SES-dd70bfc7000f4703,94060577d26caac4aacb688aee796279,product_view,e5da60b217874889dd4becf29412d793,2016-12-07T20:58:06,mobile,organic_search
6a8e28b9-402b-4fdb-80bd-7bef7c0276dd,SES-dd70bfc7000f4703,94060577d26caac4aacb688aee796279,add_to_cart,e5da60b217874889dd4becf29412d793,2016-12-07T20:58:11,mobile,organic_search
d793f51d-6f5a-4785-8e16-f6df2ad7e204,SES-dd70bfc7000f4703,94060577d26caac4aacb688aee796279,checkout,e5da60b217874889dd4becf29412d793,2016-12-07T20:58:25,mobile,organic_search
d1e1accc-3c47-4f77-9bf6-d16bdab5e5bd,SES-dd70bfc7000f4703,94060577d26caac4aacb688aee796279,purchase,e5da60b217874889dd4becf29412d793,2016-12-07T21:00:00,mobile,organic_search
c747a54a-19a7-46a6-8913-b8cfcd98c38d,SES-ee8f6c19594d4490,d44ad6fc7955a99e2d1078cc5d994010,page_view,1d1021f2e10ec199e91f5a80355fdaf5,2017-03-01T17:02:36,mobile,direct
cedf7212-83a1-4879-8354-afa874456c42,SES-ee8f6c19594d4490,d44ad6fc7955a99e2d1078cc5d994010,product_view,1d1021f2e10ec199e91f5a80355fdaf5,2017-03-01T17:03:46,mobile,direct
80302812-8545-4e4a-8bd4-f7df00099af3,SES-dc375097ff54461b,506ecd117e295d1d3059a6f5148d2f9c,page_view,8dc110bf643aace72cbb6e412bed2e38,2018-02-06T11:55:54,desktop,organic_search
d68c0e83-6a93-4404-ad99-bcfcdb4cc501,SES-dc375097ff54461b,506ecd117e295d1d3059a6f5148d2f9c,product_view,8dc110bf643aace72cbb6e412bed2e38,2018-02-06T11:57:51,desktop,organic_search
937ba0f2-6d1e-4e86-87b1-86c50ad1458b,SES-cd647371ddf64569,bffd28b4af20bc7b1a477fe80e190c77,page_view,f08c59bc335a381d2b015c4efdc6dae3,2017-03-12T15:04:06,desktop,social_media
7594bde0-af35-4e5b-ad0b-4765aa85b3a1,SES-cd647371ddf64569,bffd28b4af20bc7b1a477fe80e190c77,product_view,f08c59bc335a381d2b015c4efdc6dae3,2017-03-12T15:05:03,desktop,social_media
e3ff922d-fec8-4e64-8392-2cb6b52fe4d6,SES-cd647371ddf64569,bffd28b4af20bc7b1a477fe80e190c77,add_to_cart,f08c59bc335a381d2b015c4efdc6dae3,2017-03-12T15:06:07,desktop,social_media
be2d9943-3840-42a0-aa75-6a1d077ce7ef,SES-cd647371ddf64569,bffd28b4af20bc7b1a477fe80e190c77,checkout,f08c59bc335a381d2b015c4efdc6dae3,2017-03-12T15:08:02,desktop,social_media
150d0bd5-e5e4-4650-877f-2179696e7aff,SES-cd647371ddf64569,bffd28b4af20bc7b1a477fe80e190c77,purchase,f08c59bc335a381d2b015c4efdc6dae3,2017-03-12T15:09:40,desktop,social_media
3064d50b-a4ae-4a34-8c70-c3e7ce2c3e74,SES-566181ece0f84476,1265125ec446b88b4079ce368f6e9595,page_view,31945c8811d04df20bf86224210b4084,2016-10-21T23:09:44,desktop,paid_search
d6ae3670-b028-4967-90a0-85e0043a531d,SES-566181ece0f84476,1265125ec446b88b4079ce368f6e9595,product_view,31945c8811d04df20bf86224210b4084,2016-10-21T23:10:20,desktop,paid_search
7db609c3-5318-439c-a3f5-07d6cf93f109,SES-6ce0a3b4d2ff4683,40c8f1f2aea77109365cfada5b3bebe2,page_view,603e77844ae424a4842e8cb31309cffe,2017-10-26T10:21:00,desktop,organic_search
31b53dea-f21f-4df3-a0cf-a253c6ce86b8,SES-6ce0a3b4d2ff4683,40c8f1f2aea77109365cfada5b3bebe2,product_view,603e77844ae424a4842e8cb31309cffe,2017-10-26T10:22:01,desktop,organic_search
1b3a28a5-cb4d-4042-bde5-54dc89589df0,SES-6ce0a3b4d2ff4683,40c8f1f2aea77109365cfada5b3bebe2,add_to_cart,603e77844ae424a4842e8cb31309cffe,2017-10-26T10:23:49,desktop,organic_search
4e98f13f-aa93-4d30-8bf5-970e61e30605,SES-6ce0a3b4d2ff4683,40c8f1f2aea77109365cfada5b3bebe2,checkout,603e77844ae424a4842e8cb31309cffe,2017-10-26T10:25:44,desktop,organic_search
be3d6808-48f7-47d0-9676-c3505a602983,SES-6ce0a3b4d2ff4683,40c8f1f2aea77109365cfada5b3bebe2,purchase,603e77844ae424a4842e8cb31309cffe,2017-10-26T10:27:38,desktop,organic_search
02a47a11-4a14-4778-9e1d-a5116e3edca0,SES-d87c075a9a134ce7,b913254d0a363ec86cc513abbefd6ee8,page_view,3150c2690393e7ea7c2b3acf2479ec8c,2016-10-14T04:17:40,tablet,email
0fecd980-77e7-4269-a9b5-1b256ca636f8,SES-d87c075a9a134ce7,b913254d0a363ec86cc513abbefd6ee8,product_view,3150c2690393e7ea7c2b3acf2479ec8c,2016-10-14T04:19:21,tablet,email
7908f89d-5e1e-4408-9e4a-4b81b607660b,SES-d17d1134ead94a84,4fe1824a2ffb989661a39c7dab041fe0,page_view,53f022fb540ac66bc0374331d2342a60,2017-07-17T13:22:37,desktop,social_media
fe59c0ef-fbb6-4013-b535-90a358e70e33,SES-d17d1134ead94a84,4fe1824a2ffb989661a39c7dab041fe0,product_view,53f022fb540ac66bc0374331d2342a60,2017-07-17T13:22:42,desktop,social_media
4d7b2dfb-ea72-4701-85f7-b3420a15fd02,SES-d17d1134ead94a84,4fe1824a2ffb989661a39c7dab041fe0,add_to_cart,53f022fb540ac66bc0374331d2342a60,2017-07-17T13:23:36,desktop,social_media
2b89b05e-b5c4-427a-85bd-4cc6e7e372a7,SES-d17d1134ead94a84,4fe1824a2ffb989661a39c7dab041fe0,checkout,53f022fb540ac66bc0374331d2342a60,2017-07-17T13:24:14,desktop,social_media
9543eca2-ff54-41f4-ac19-20d2400648f3,SES-d17d1134ead94a84,4fe1824a2ffb989661a39c7dab041fe0,purchase,53f022fb540ac66bc0374331d2342a60,2017-07-17T13:25:59,desktop,social_media
b3c7b087-d005-4153-a487-2297cb8467a3,SES-1d084d4d7e1c4f3f,99883bc0fdc4bd80b3f5b2526f7d66d4,page_view,914c9e9af640dd56f48764a225b00f89,2017-07-30T10:42:17,tablet,email
266c2f8f-f91b-4584-9b54-5a7c54e441ce,SES-1d084d4d7e1c4f3f,99883bc0fdc4bd80b3f5b2526f7d66d4,product_view,914c9e9af640dd56f48764a225b00f89,2017-07-30T10:42:41,tablet,email
4bca22b2-9bc1-48a1-bab8-6d165c188705,SES-26376b56930c4617,40272bfc2f46fc530bb6eb75977b5a07,page_view,9760ac8ee2522566f6779aae29e417f3,2017-02-20T23:29:50,mobile,email
2dac84b5-56d6-4c51-917e-98422a1d54a7,SES-26376b56930c4617,40272bfc2f46fc530bb6eb75977b5a07,product_view,9760ac8ee2522566f6779aae29e417f3,2017-02-20T23:31:30,mobile,email
df0ccceb-3ee3-4605-8300-7ade72fc31cc,SES-21c1be97d5d14314,6a53479026877bec7081573c4fb9489f,page_view,1c4b558889819d00efc1ec52e76bc450,2016-10-13T20:00:28,tablet,social_media
2cec886d-bb48-48a9-ae30-c8f0cf6de387,SES-21c1be97d5d14314,6a53479026877bec7081573c4fb9489f,product_view,1c4b558889819d00efc1ec52e76bc450,2016-10-13T20:01:40,tablet,social_media
766cd59a-1054-4fa4-a394-ab53689ab06d,SES-27ff018cf7584f1f,3528b0f4fc89cd237f14b2ef3fa1530d,page_view,1c21c1ed398eae61184065889ca3d4b0,2018-09-21T03:28:32,tablet,direct
ad9ee1dd-45be-455c-9394-c55c1a62575b,SES-27ff018cf7584f1f,3528b0f4fc89cd237f14b2ef3fa1530d,product_view,1c21c1ed398eae61184065889ca3d4b0,2018-09-21T03:29:53,tablet,direct
33b6d235-747b-4ed8-be61-b077e3fb6540,SES-6295815b090b4970,16ee66079a8fd76cccfd889f8edea0dc,page_view,77049be2845b00694201083dce7e1f2b,2017-07-15T12:11:35,mobile,email
0d28b23b-b72e-47a4-9afd-290e7a6842e4,SES-6295815b090b4970,16ee66079a8fd76cccfd889f8edea0dc,product_view,77049be2845b00694201083dce7e1f2b,2017-07-15T12:13:04,mobile,email
58ad8b16-3226-4c6b-8201-4d91714399c6,SES-6295815b090b4970,16ee66079a8fd76cccfd889f8edea0dc,add_to_cart,77049be2845b00694201083dce7e1f2b,2017-07-15T12:14:23,mobile,email
e36a41b5-e0fe-40a1-9651-67de410168f7,SES-6295815b090b4970,16ee66079a8fd76cccfd889f8edea0dc,checkout,77049be2845b00694201083dce7e1f2b,2017-07-15T12:15:40,mobile,email
76610a59-dd74-465e-9f9c-28a4a4649059,SES-6295815b090b4970,16ee66079a8fd76cccfd889f8edea0dc,purchase,77049be2845b00694201083dce7e1f2b,2017-07-15T12:16:51,mobile,email
44498a2e-674b-4268-a13f-16723e8ec14d,SES-ad87c27076a94fc2,6b4698a7406abadac8afabf5f8b1a87c,page_view,845968d70e40e2ceece1bc1d3f5812d7,2017-02-10T12:56:04,tablet,paid_search
f671cf34-dff7-4afb-9c66-08f144314884,SES-ad87c27076a94fc2,6b4698a7406abadac8afabf5f8b1a87c,product_view,845968d70e40e2ceece1bc1d3f5812d7,2017-02-10T12:57:07,tablet,paid_search
074874fd-ad15-4de8-8903-22f101d7cda9,SES-ad87c27076a94fc2,6b4698a7406abadac8afabf5f8b1a87c,add_to_cart,845968d70e40e2ceece1bc1d3f5812d7,2017-02-10T12:57:52,tablet,paid_search
f1e5a53d-6779-4745-988e-40006f42e70b,SES-ad87c27076a94fc2,6b4698a7406abadac8afabf5f8b1a87c,checkout,845968d70e40e2ceece1bc1d3f5812d7,2017-02-10T12:59:33,tablet,paid_search
c923fc7e-b486-458d-b00c-65360345cd10,SES-ad87c27076a94fc2,6b4698a7406abadac8afabf5f8b1a87c,purchase,845968d70e40e2ceece1bc1d3f5812d7,2017-02-10T12:59:47,tablet,paid_search
e12d37ca-d39b-42cf-9a97-4400ab541fd2,SES-c04cea67a0cd4781,031004fe0f92b09190fc8462ad2b4688,page_view,e95ee6822b66ac6058e2e4aff656071a,2017-12-31T08:30:59,tablet,direct
3f5f7824-ac76-4618-86bc-5390265ef513,SES-c04cea67a0cd4781,031004fe0f92b09190fc8462ad2b4688,product_view,e95ee6822b66ac6058e2e4aff656071a,2017-12-31T08:32:56,tablet,direct
08db1580-1e30-4a86-8bb3-5aa984ae92a3,SES-c04cea67a0cd4781,031004fe0f92b09190fc8462ad2b4688,add_to_cart,e95ee6822b66ac6058e2e4aff656071a,2017-12-31T08:33:09,tablet,direct
ed90ba02-46fa-4e6a-a947-58908046f62a,SES-c04cea67a0cd4781,031004fe0f92b09190fc8462ad2b4688,checkout,e95ee6822b66ac6058e2e4aff656071a,2017-12-31T08:35:06,tablet,direct
2255034a-9bfa-4b42-bb18-0f605121e32f,SES-c04cea67a0cd4781,031004fe0f92b09190fc8462ad2b4688,purchase,e95ee6822b66ac6058e2e4aff656071a,2017-12-31T08:35:42,tablet,direct
67ce7330-07f8-4d5d-a97d-2f74cff7e913,SES-5d45e1c7a05941da,7ce84e2711055b434ef209ae62eebcdb,page_view,912d1fc21117a94dc8a67186df6010a7,2017-01-05T09:53:32,desktop,email
8727769c-7a67-45ac-ae0b-4f113644b3bc,SES-5d45e1c7a05941da,7ce84e2711055b434ef209ae62eebcdb,product_view,912d1fc21117a94dc8a67186df6010a7,2017-01-05T09:55:20,desktop,email
b59b95cc-6877-4c88-8705-2b7d2e7d45fe,SES-10ba8cee61d4484b,dc1ed3d6dd03f5dddaf941da3a51e88b,page_view,0449efdb5b6a5d301b098972abd1749e,2018-02-05T15:07:57,tablet,paid_search
35b07ec9-fcef-471c-9873-f5f23371f0e1,SES-10ba8cee61d4484b,dc1ed3d6dd03f5dddaf941da3a51e88b,product_view,0449efdb5b6a5d301b098972abd1749e,2018-02-05T15:09:54,tablet,paid_search
add93099-eab5-4d73-898e-4fb6611a1edc,SES-c98d3b7109634151,2d6272fc5e22facb8937eba512bad93f,page_view,867860cb9f8724722b424497dfe1d491,2016-12-03T13:00:53,mobile,email
168957d2-502e-45e9-a9f7-c311ff522cf6,SES-c98d3b7109634151,2d6272fc5e22facb8937eba512bad93f,product_view,867860cb9f8724722b424497dfe1d491,2016-12-03T13:01:24,mobile,email
1d1df243-9061-4a13-8c82-f0ac64ce0d33,SES-c98d3b7109634151,2d6272fc5e22facb8937eba512bad93f,add_to_cart,867860cb9f8724722b424497dfe1d491,2016-12-03T13:02:56,mobile,email
074ad097-6ba4-48e4-ba7d-06a0cfad8cb7,SES-c98d3b7109634151,2d6272fc5e22facb8937eba512bad93f,checkout,867860cb9f8724722b424497dfe1d491,2016-12-03T13:04:22,mobile,email
e784aff6-c355-4568-a240-e39bfbb6cbda,SES-c98d3b7109634151,2d6272fc5e22facb8937eba512bad93f,purchase,867860cb9f8724722b424497dfe1d491,2016-12-03T13:06:16,mobile,email
